initial_z,Zbase,new_Z,m1,m2,initial_period_in_days
0.00284,0.00284,0.00284,16.5597109156,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,16.5597109156,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,16.5597109156,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,16.5597109156,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,16.5597109156,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,16.5597109156,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.02
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,9.787801837
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,23.4996300688,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.02
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,9.787801837
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,33.3479621828,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.02
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,9.787801837
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,47.3235782218,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.02
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,9.787801837
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,67.1561591512,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.02
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,9.787801837
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,95.3002685217,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.02
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,9.787801837
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,135.2391395681,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.02
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.0322052406
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.0518588759
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.0835063787
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.1344671507
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.2165273468
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.3486657644
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.5614432408
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,0.9040707313
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,1.4557907688
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,2.3442045951
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,3.7747836443
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,6.0783907646
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,9.787801837
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,15.7609256313
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,25.3792200634
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,40.8671943571
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,65.8068912463
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,105.9663381257
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,170.6335704835
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,274.7647591767
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,442.4432582141
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,712.4495780525
0.00284,0.00284,0.00284,191.9157747907,25.0829164065,1147.2305020897
0.00284,0.00284,0.00284,0.5,30.0,0.02
0.00284,0.00284,0.00284,0.5,30.0,0.0322052406
0.00284,0.00284,0.00284,0.5,30.0,0.0518588759
0.00284,0.00284,0.00284,0.5,30.0,0.0835063787
0.00284,0.00284,0.00284,0.5,30.0,0.1344671507
0.00284,0.00284,0.00284,0.5,30.0,0.2165273468
0.00284,0.00284,0.00284,0.5,30.0,0.3486657644
0.00284,0.00284,0.00284,0.5,30.0,0.5614432408
0.00284,0.00284,0.00284,0.5,30.0,0.9040707313
0.00284,0.00284,0.00284,0.5,30.0,1.4557907688
0.00284,0.00284,0.00284,0.5,30.0,2.3442045951
0.00284,0.00284,0.00284,0.5,30.0,3.7747836443
0.00284,0.00284,0.00284,0.5,30.0,6.0783907646
0.00284,0.00284,0.00284,0.5,30.0,9.787801837
0.00284,0.00284,0.00284,0.5,30.0,15.7609256313
0.00284,0.00284,0.00284,0.5,30.0,25.3792200634
0.00284,0.00284,0.00284,0.5,30.0,40.8671943571
0.00284,0.00284,0.00284,0.5,30.0,65.8068912463
0.00284,0.00284,0.00284,0.5,30.0,105.9663381257
0.00284,0.00284,0.00284,0.5,30.0,170.6335704835
0.00284,0.00284,0.00284,0.5,30.0,274.7647591767
0.00284,0.00284,0.00284,0.5,30.0,442.4432582141
0.00284,0.00284,0.00284,0.5,30.0,712.4495780525
0.00284,0.00284,0.00284,0.5,30.0,1147.2305020897
0.00284,0.00284,0.00284,0.7095422797,30.0,0.02
0.00284,0.00284,0.00284,0.7095422797,30.0,0.0322052406
0.00284,0.00284,0.00284,0.7095422797,30.0,0.0518588759
0.00284,0.00284,0.00284,0.7095422797,30.0,0.0835063787
0.00284,0.00284,0.00284,0.7095422797,30.0,0.1344671507
0.00284,0.00284,0.00284,0.7095422797,30.0,0.2165273468
0.00284,0.00284,0.00284,0.7095422797,30.0,0.3486657644
0.00284,0.00284,0.00284,0.7095422797,30.0,0.5614432408
0.00284,0.00284,0.00284,0.7095422797,30.0,0.9040707313
0.00284,0.00284,0.00284,0.7095422797,30.0,1.4557907688
0.00284,0.00284,0.00284,0.7095422797,30.0,2.3442045951
0.00284,0.00284,0.00284,0.7095422797,30.0,3.7747836443
0.00284,0.00284,0.00284,0.7095422797,30.0,6.0783907646
0.00284,0.00284,0.00284,0.7095422797,30.0,9.787801837
0.00284,0.00284,0.00284,0.7095422797,30.0,15.7609256313
0.00284,0.00284,0.00284,0.7095422797,30.0,25.3792200634
0.00284,0.00284,0.00284,0.7095422797,30.0,40.8671943571
0.00284,0.00284,0.00284,0.7095422797,30.0,65.8068912463
0.00284,0.00284,0.00284,0.7095422797,30.0,105.9663381257
0.00284,0.00284,0.00284,0.7095422797,30.0,170.6335704835
0.00284,0.00284,0.00284,0.7095422797,30.0,274.7647591767
0.00284,0.00284,0.00284,0.7095422797,30.0,442.4432582141
0.00284,0.00284,0.00284,0.7095422797,30.0,712.4495780525
0.00284,0.00284,0.00284,0.7095422797,30.0,1147.2305020897
0.00284,0.00284,0.00284,1.0069004934,30.0,0.02
0.00284,0.00284,0.00284,1.0069004934,30.0,0.0322052406
0.00284,0.00284,0.00284,1.0069004934,30.0,0.0518588759
0.00284,0.00284,0.00284,1.0069004934,30.0,0.0835063787
0.00284,0.00284,0.00284,1.0069004934,30.0,0.1344671507
0.00284,0.00284,0.00284,1.0069004934,30.0,0.2165273468
0.00284,0.00284,0.00284,1.0069004934,30.0,0.3486657644
0.00284,0.00284,0.00284,1.0069004934,30.0,0.5614432408
0.00284,0.00284,0.00284,1.0069004934,30.0,0.9040707313
0.00284,0.00284,0.00284,1.0069004934,30.0,1.4557907688
0.00284,0.00284,0.00284,1.0069004934,30.0,2.3442045951
0.00284,0.00284,0.00284,1.0069004934,30.0,3.7747836443
0.00284,0.00284,0.00284,1.0069004934,30.0,6.0783907646
0.00284,0.00284,0.00284,1.0069004934,30.0,9.787801837
0.00284,0.00284,0.00284,1.0069004934,30.0,15.7609256313
0.00284,0.00284,0.00284,1.0069004934,30.0,25.3792200634
0.00284,0.00284,0.00284,1.0069004934,30.0,40.8671943571
0.00284,0.00284,0.00284,1.0069004934,30.0,65.8068912463
0.00284,0.00284,0.00284,1.0069004934,30.0,105.9663381257
0.00284,0.00284,0.00284,1.0069004934,30.0,170.6335704835
0.00284,0.00284,0.00284,1.0069004934,30.0,274.7647591767
0.00284,0.00284,0.00284,1.0069004934,30.0,442.4432582141
0.00284,0.00284,0.00284,1.0069004934,30.0,712.4495780525
0.00284,0.00284,0.00284,1.0069004934,30.0,1147.2305020897
0.00284,0.00284,0.00284,1.4288769431,30.0,0.02
0.00284,0.00284,0.00284,1.4288769431,30.0,0.0322052406
0.00284,0.00284,0.00284,1.4288769431,30.0,0.0518588759
0.00284,0.00284,0.00284,1.4288769431,30.0,0.0835063787
0.00284,0.00284,0.00284,1.4288769431,30.0,0.1344671507
0.00284,0.00284,0.00284,1.4288769431,30.0,0.2165273468
0.00284,0.00284,0.00284,1.4288769431,30.0,0.3486657644
0.00284,0.00284,0.00284,1.4288769431,30.0,0.5614432408
0.00284,0.00284,0.00284,1.4288769431,30.0,0.9040707313
0.00284,0.00284,0.00284,1.4288769431,30.0,1.4557907688
0.00284,0.00284,0.00284,1.4288769431,30.0,2.3442045951
0.00284,0.00284,0.00284,1.4288769431,30.0,3.7747836443
0.00284,0.00284,0.00284,1.4288769431,30.0,6.0783907646
0.00284,0.00284,0.00284,1.4288769431,30.0,9.787801837
0.00284,0.00284,0.00284,1.4288769431,30.0,15.7609256313
0.00284,0.00284,0.00284,1.4288769431,30.0,25.3792200634
0.00284,0.00284,0.00284,1.4288769431,30.0,40.8671943571
0.00284,0.00284,0.00284,1.4288769431,30.0,65.8068912463
0.00284,0.00284,0.00284,1.4288769431,30.0,105.9663381257
0.00284,0.00284,0.00284,1.4288769431,30.0,170.6335704835
0.00284,0.00284,0.00284,1.4288769431,30.0,274.7647591767
0.00284,0.00284,0.00284,1.4288769431,30.0,442.4432582141
0.00284,0.00284,0.00284,1.4288769431,30.0,712.4495780525
0.00284,0.00284,0.00284,1.4288769431,30.0,1147.2305020897
0.00284,0.00284,0.00284,2.0276972072,30.0,0.02
0.00284,0.00284,0.00284,2.0276972072,30.0,0.0322052406
0.00284,0.00284,0.00284,2.0276972072,30.0,0.0518588759
0.00284,0.00284,0.00284,2.0276972072,30.0,0.0835063787
0.00284,0.00284,0.00284,2.0276972072,30.0,0.1344671507
0.00284,0.00284,0.00284,2.0276972072,30.0,0.2165273468
0.00284,0.00284,0.00284,2.0276972072,30.0,0.3486657644
0.00284,0.00284,0.00284,2.0276972072,30.0,0.5614432408
0.00284,0.00284,0.00284,2.0276972072,30.0,0.9040707313
0.00284,0.00284,0.00284,2.0276972072,30.0,1.4557907688
0.00284,0.00284,0.00284,2.0276972072,30.0,2.3442045951
0.00284,0.00284,0.00284,2.0276972072,30.0,3.7747836443
0.00284,0.00284,0.00284,2.0276972072,30.0,6.0783907646
0.00284,0.00284,0.00284,2.0276972072,30.0,9.787801837
0.00284,0.00284,0.00284,2.0276972072,30.0,15.7609256313
0.00284,0.00284,0.00284,2.0276972072,30.0,25.3792200634
0.00284,0.00284,0.00284,2.0276972072,30.0,40.8671943571
0.00284,0.00284,0.00284,2.0276972072,30.0,65.8068912463
0.00284,0.00284,0.00284,2.0276972072,30.0,105.9663381257
0.00284,0.00284,0.00284,2.0276972072,30.0,170.6335704835
0.00284,0.00284,0.00284,2.0276972072,30.0,274.7647591767
0.00284,0.00284,0.00284,2.0276972072,30.0,442.4432582141
0.00284,0.00284,0.00284,2.0276972072,30.0,712.4495780525
0.00284,0.00284,0.00284,2.0276972072,30.0,1147.2305020897
0.00284,0.00284,0.00284,2.8774737979,30.0,0.02
0.00284,0.00284,0.00284,2.8774737979,30.0,0.0322052406
0.00284,0.00284,0.00284,2.8774737979,30.0,0.0518588759
0.00284,0.00284,0.00284,2.8774737979,30.0,0.0835063787
0.00284,0.00284,0.00284,2.8774737979,30.0,0.1344671507
0.00284,0.00284,0.00284,2.8774737979,30.0,0.2165273468
0.00284,0.00284,0.00284,2.8774737979,30.0,0.3486657644
0.00284,0.00284,0.00284,2.8774737979,30.0,0.5614432408
0.00284,0.00284,0.00284,2.8774737979,30.0,0.9040707313
0.00284,0.00284,0.00284,2.8774737979,30.0,1.4557907688
0.00284,0.00284,0.00284,2.8774737979,30.0,2.3442045951
0.00284,0.00284,0.00284,2.8774737979,30.0,3.7747836443
0.00284,0.00284,0.00284,2.8774737979,30.0,6.0783907646
0.00284,0.00284,0.00284,2.8774737979,30.0,9.787801837
0.00284,0.00284,0.00284,2.8774737979,30.0,15.7609256313
0.00284,0.00284,0.00284,2.8774737979,30.0,25.3792200634
0.00284,0.00284,0.00284,2.8774737979,30.0,40.8671943571
0.00284,0.00284,0.00284,2.8774737979,30.0,65.8068912463
0.00284,0.00284,0.00284,2.8774737979,30.0,105.9663381257
0.00284,0.00284,0.00284,2.8774737979,30.0,170.6335704835
0.00284,0.00284,0.00284,2.8774737979,30.0,274.7647591767
0.00284,0.00284,0.00284,2.8774737979,30.0,442.4432582141
0.00284,0.00284,0.00284,2.8774737979,30.0,712.4495780525
0.00284,0.00284,0.00284,2.8774737979,30.0,1147.2305020897
0.00284,0.00284,0.00284,4.0833786368,30.0,0.02
0.00284,0.00284,0.00284,4.0833786368,30.0,0.0322052406
0.00284,0.00284,0.00284,4.0833786368,30.0,0.0518588759
0.00284,0.00284,0.00284,4.0833786368,30.0,0.0835063787
0.00284,0.00284,0.00284,4.0833786368,30.0,0.1344671507
0.00284,0.00284,0.00284,4.0833786368,30.0,0.2165273468
0.00284,0.00284,0.00284,4.0833786368,30.0,0.3486657644
0.00284,0.00284,0.00284,4.0833786368,30.0,0.5614432408
0.00284,0.00284,0.00284,4.0833786368,30.0,0.9040707313
0.00284,0.00284,0.00284,4.0833786368,30.0,1.4557907688
0.00284,0.00284,0.00284,4.0833786368,30.0,2.3442045951
0.00284,0.00284,0.00284,4.0833786368,30.0,3.7747836443
0.00284,0.00284,0.00284,4.0833786368,30.0,6.0783907646
0.00284,0.00284,0.00284,4.0833786368,30.0,9.787801837
0.00284,0.00284,0.00284,4.0833786368,30.0,15.7609256313
0.00284,0.00284,0.00284,4.0833786368,30.0,25.3792200634
0.00284,0.00284,0.00284,4.0833786368,30.0,40.8671943571
0.00284,0.00284,0.00284,4.0833786368,30.0,65.8068912463
0.00284,0.00284,0.00284,4.0833786368,30.0,105.9663381257
0.00284,0.00284,0.00284,4.0833786368,30.0,170.6335704835
0.00284,0.00284,0.00284,4.0833786368,30.0,274.7647591767
0.00284,0.00284,0.00284,4.0833786368,30.0,442.4432582141
0.00284,0.00284,0.00284,4.0833786368,30.0,712.4495780525
0.00284,0.00284,0.00284,4.0833786368,30.0,1147.2305020897
0.00284,0.00284,0.00284,5.7946595737,30.0,0.02
0.00284,0.00284,0.00284,5.7946595737,30.0,0.0322052406
0.00284,0.00284,0.00284,5.7946595737,30.0,0.0518588759
0.00284,0.00284,0.00284,5.7946595737,30.0,0.0835063787
0.00284,0.00284,0.00284,5.7946595737,30.0,0.1344671507
0.00284,0.00284,0.00284,5.7946595737,30.0,0.2165273468
0.00284,0.00284,0.00284,5.7946595737,30.0,0.3486657644
0.00284,0.00284,0.00284,5.7946595737,30.0,0.5614432408
0.00284,0.00284,0.00284,5.7946595737,30.0,0.9040707313
0.00284,0.00284,0.00284,5.7946595737,30.0,1.4557907688
0.00284,0.00284,0.00284,5.7946595737,30.0,2.3442045951
0.00284,0.00284,0.00284,5.7946595737,30.0,3.7747836443
0.00284,0.00284,0.00284,5.7946595737,30.0,6.0783907646
0.00284,0.00284,0.00284,5.7946595737,30.0,9.787801837
0.00284,0.00284,0.00284,5.7946595737,30.0,15.7609256313
0.00284,0.00284,0.00284,5.7946595737,30.0,25.3792200634
0.00284,0.00284,0.00284,5.7946595737,30.0,40.8671943571
0.00284,0.00284,0.00284,5.7946595737,30.0,65.8068912463
0.00284,0.00284,0.00284,5.7946595737,30.0,105.9663381257
0.00284,0.00284,0.00284,5.7946595737,30.0,170.6335704835
0.00284,0.00284,0.00284,5.7946595737,30.0,274.7647591767
0.00284,0.00284,0.00284,5.7946595737,30.0,442.4432582141
0.00284,0.00284,0.00284,5.7946595737,30.0,712.4495780525
0.00284,0.00284,0.00284,5.7946595737,30.0,1147.2305020897
0.00284,0.00284,0.00284,8.2231119282,30.0,0.02
0.00284,0.00284,0.00284,8.2231119282,30.0,0.0322052406
0.00284,0.00284,0.00284,8.2231119282,30.0,0.0518588759
0.00284,0.00284,0.00284,8.2231119282,30.0,0.0835063787
0.00284,0.00284,0.00284,8.2231119282,30.0,0.1344671507
0.00284,0.00284,0.00284,8.2231119282,30.0,0.2165273468
0.00284,0.00284,0.00284,8.2231119282,30.0,0.3486657644
