initial_z,Zbase,initial_mass
0.00284,0.00284,0.1
0.00284,0.00284,0.1021638182
0.00284,0.00284,0.1043744575
0.00284,0.00284,0.1066329311
0.00284,0.00284,0.1089402738
0.00284,0.00284,0.1112975433
0.00284,0.00284,0.1137058199
0.00284,0.00284,0.1161662071
0.00284,0.00284,0.1186798326
0.00284,0.00284,0.1212478485
0.00284,0.00284,0.1238714315
0.00284,0.00284,0.1265517841
0.00284,0.00284,0.1292901347
0.00284,0.00284,0.1320877382
0.00284,0.00284,0.1349458767
0.00284,0.00284,0.1378658602
0.00284,0.00284,0.1408490268
0.00284,0.00284,0.1438967437
0.00284,0.00284,0.1470104076
0.00284,0.00284,0.1501914456
0.00284,0.00284,0.1534413155
0.00284,0.00284,0.1567615066
0.00284,0.00284,0.1601535406
0.00284,0.00284,0.1636189721
0.00284,0.00284,0.1671593893
0.00284,0.00284,0.1707764146
0.00284,0.00284,0.1744717057
0.00284,0.00284,0.1782469563
0.00284,0.00284,0.1821038964
0.00284,0.00284,0.1860442937
0.00284,0.00284,0.190069954
0.00284,0.00284,0.1941827223
0.00284,0.00284,0.1983844834
0.00284,0.00284,0.202677163
0.00284,0.00284,0.2070627284
0.00284,0.00284,0.2115431894
0.00284,0.00284,0.2161205995
0.00284,0.00284,0.2207970564
0.00284,0.00284,0.2255747033
0.00284,0.00284,0.2304557299
0.00284,0.00284,0.2354423729
0.00284,0.00284,0.2405369179
0.00284,0.00284,0.2457416995
0.00284,0.00284,0.2510591032
0.00284,0.00284,0.2564915658
0.00284,0.00284,0.262041577
0.00284,0.00284,0.2677116804
0.00284,0.00284,0.2735044745
0.00284,0.00284,0.2794226142
0.00284,0.00284,0.2854688116
0.00284,0.00284,0.2916458377
0.00284,0.00284,0.2979565235
0.00284,0.00284,0.304403761
0.00284,0.00284,0.3109905051
0.00284,0.00284,0.3177197743
0.00284,0.00284,0.3245946526
0.00284,0.00284,0.3316182909
0.00284,0.00284,0.3387939078
0.00284,0.00284,0.3461247921
0.00284,0.00284,0.3536143035
0.00284,0.00284,0.3612658742
0.00284,0.00284,0.369083011
0.00284,0.00284,0.3770692964
0.00284,0.00284,0.3852283905
0.00284,0.00284,0.3935640326
0.00284,0.00284,0.4020800428
0.00284,0.00284,0.4107803241
0.00284,0.00284,0.4196688636
0.00284,0.00284,0.4287497349
0.00284,0.00284,0.4380270997
0.00284,0.00284,0.4475052099
0.00284,0.00284,0.4571884092
0.00284,0.00284,0.4670811353
0.00284,0.00284,0.477187922
0.00284,0.00284,0.4875134011
0.00284,0.00284,0.4980623049
0.00284,0.00284,0.5088394678
0.00284,0.00284,0.5198498289
0.00284,0.00284,0.5310984342
0.00284,0.00284,0.5425904389
0.00284,0.00284,0.5543311097
0.00284,0.00284,0.5663258272
0.00284,0.00284,0.5785800886
0.00284,0.00284,0.59109951
0.00284,0.00284,0.6038898288
0.00284,0.00284,0.616956907
0.00284,0.00284,0.6303067329
0.00284,0.00284,0.6439454248
0.00284,0.00284,0.6578792332
0.00284,0.00284,0.6721145439
0.00284,0.00284,0.6866578809
0.00284,0.00284,0.7015159092
0.00284,0.00284,0.7166954382
0.00284,0.00284,0.7322034247
0.00284,0.00284,0.7480469758
0.00284,0.00284,0.7642333525
0.00284,0.00284,0.780769973
0.00284,0.00284,0.7976644159
0.00284,0.00284,0.8149244239
0.00284,0.00284,0.832557907
0.00284,0.00284,0.8505729467
0.00284,0.00284,0.8689777991
0.00284,0.00284,0.887780899
0.00284,0.00284,0.9069908638
0.00284,0.00284,0.9266164973
0.00284,0.00284,0.9466667939
0.00284,0.00284,0.9671509425
0.00284,0.00284,0.9880783307
0.00284,0.00284,1.0094585497
0.00284,0.00284,1.0313013977
0.00284,0.00284,1.0536168852
0.00284,0.00284,1.0764152393
0.00284,0.00284,1.0997069083
0.00284,0.00284,1.1235025667
0.00284,0.00284,1.1478131199
0.00284,0.00284,1.1726497093
0.00284,0.00284,1.1980237174
0.00284,0.00284,1.2239467728
0.00284,0.00284,1.2504307561
0.00284,0.00284,1.2774878046
0.00284,0.00284,1.3051303184
0.00284,0.00284,1.333370966
0.00284,0.00284,1.3622226898
0.00284,0.00284,1.3916987126
0.00284,0.00284,1.4218125428
0.00284,0.00284,1.4525779817
0.00284,0.00284,1.4840091286
0.00284,0.00284,1.5161203885
0.00284,0.00284,1.5489264777
0.00284,0.00284,1.582442431
0.00284,0.00284,1.6166836086
0.00284,0.00284,1.651665703
0.00284,0.00284,1.6874047464
0.00284,0.00284,1.7239171177
0.00284,0.00284,1.7612195503
0.00284,0.00284,1.7993291398
0.00284,0.00284,1.8382633515
0.00284,0.00284,1.8780400288
0.00284,0.00284,1.9186774011
0.00284,0.00284,1.9601940922
0.00284,0.00284,2.0026091291
0.00284,0.00284,2.0459419502
0.00284,0.00284,2.0902124149
0.00284,0.00284,2.1354408119
0.00284,0.00284,2.1816478692
0.00284,0.00284,2.2288547632
0.00284,0.00284,2.2770831286
0.00284,0.00284,2.3263550682
0.00284,0.00284,2.376693163
0.00284,0.00284,2.4281204826
0.00284,0.00284,2.4806605959
0.00284,0.00284,2.5343375818
0.00284,0.00284,2.5891760401
0.00284,0.00284,2.6452011029
0.00284,0.00284,2.7024384463
0.00284,0.00284,2.7609143017
0.00284,0.00284,2.8206554683
0.00284,0.00284,2.8816893252
0.00284,0.00284,2.9440438438
0.00284,0.00284,3.0077476008
0.00284,0.00284,3.0728297913
0.00284,0.00284,3.1393202421
0.00284,0.00284,3.2072494254
0.00284,0.00284,3.2766484728
0.00284,0.00284,3.3475491893
0.00284,0.00284,3.4199840685
0.00284,0.00284,3.4939863068
0.00284,0.00284,3.569589819
0.00284,0.00284,3.6468292538
0.00284,0.00284,3.7257400096
0.00284,0.00284,3.8063582506
0.00284,0.00284,3.8887209239
0.00284,0.00284,3.9728657756
0.00284,0.00284,4.058831369
0.00284,0.00284,4.1466571016
0.00284,0.00284,4.2363832234
0.00284,0.00284,4.3280508553
0.00284,0.00284,4.4217020082
0.00284,0.00284,4.5173796018
0.00284,0.00284,4.6151274845
0.00284,0.00284,4.7149904538
0.00284,0.00284,4.8170142762
0.00284,0.00284,4.9212457086
0.00284,0.00284,5.0277325198
0.00284,0.00284,5.136523512
0.00284,0.00284,5.2476685434
0.00284,0.00284,5.3612185514
0.00284,0.00284,5.4772255751
0.00284,0.00284,5.5957427798
0.00284,0.00284,5.7168244815
0.00284,0.00284,5.8405261711
0.00284,0.00284,5.9669045404
0.00284,0.00284,6.0960175078
0.00284,0.00284,6.2279242452
0.00284,0.00284,6.3626852046
0.00284,0.00284,6.5003621461
0.00284,0.00284,6.6410181664
0.00284,0.00284,6.7847177273
0.00284,0.00284,6.9315266855
0.00284,0.00284,7.0815123227
0.00284,0.00284,7.2347433764
0.00284,0.00284,7.3912900715
0.00284,0.00284,7.5512241526
0.00284,0.00284,7.7146189164
0.00284,0.00284,7.8815492459
0.00284,0.00284,8.0520916443
0.00284,0.00284,8.2263242702
0.00284,0.00284,8.4043269734
0.00284,0.00284,8.5861813315
0.00284,0.00284,8.7719706873
0.00284,0.00284,8.961780187
0.00284,0.00284,9.1556968193
0.00284,0.00284,9.353809455
0.00284,0.00284,9.556208888
0.00284,0.00284,9.7629878768
0.00284,0.00284,9.9742411871
0.00284,0.00284,10.1900656349
0.00284,0.00284,10.4105601315
0.00284,0.00284,10.6358257281
0.00284,0.00284,10.8659656628
0.00284,0.00284,11.1010854073
0.00284,0.00284,11.3412927156
0.00284,0.00284,11.5866976735
0.00284,0.00284,11.8374127485
0.00284,0.00284,12.093552842
0.00284,0.00284,12.3552353416
0.00284,0.00284,12.6225801747
0.00284,0.00284,12.895709864
0.00284,0.00284,13.1747495833
0.00284,0.00284,13.4598272148
0.00284,0.00284,13.7510734081
0.00284,0.00284,14.0486216396
0.00284,0.00284,14.3526082739
0.00284,0.00284,14.6631726264
0.00284,0.00284,14.9804570269
0.00284,0.00284,15.3046068851
0.00284,0.00284,15.635770757
0.00284,0.00284,15.9741004131
0.00284,0.00284,16.3197509078
0.00284,0.00284,16.672880651
0.00284,0.00284,17.0336514799
0.00284,0.00284,17.4022287337
0.00284,0.00284,17.7787813292
0.00284,0.00284,18.1634818385
0.00284,0.00284,18.5565065674
0.00284,0.00284,18.958035637
0.00284,0.00284,19.3682530657
0.00284,0.00284,19.7873468539
0.00284,0.00284,20.2155090699
0.00284,0.00284,20.6529359379
0.00284,0.00284,21.0998279281
0.00284,0.00284,21.5563898486
0.00284,0.00284,22.0228309392
0.00284,0.00284,22.499364967
0.00284,0.00284,22.9862103249
0.00284,0.00284,23.4835901314
0.00284,0.00284,23.9917323327
