initial_z,Zbase,initial_mass
0.00284,0.00284,24.5108698076
0.00284,0.00284,25.0412404737
0.00284,0.00284,25.5830873969
0.00284,0.00284,26.1366589026
0.00284,0.00284,26.7022086893
0.00284,0.00284,27.2799959453
0.00284,0.00284,27.8702854673
0.00284,0.00284,28.4733477814
0.00284,0.00284,29.0894592678
0.00284,0.00284,29.7189022868
0.00284,0.00284,30.3619653084
0.00284,0.00284,31.0189430449
0.00284,0.00284,31.6901365853
0.00284,0.00284,32.3758535338
0.00284,0.00284,33.0764081506
0.00284,0.00284,33.7921214958
0.00284,0.00284,34.5233215767
0.00284,0.00284,35.2703434982
0.00284,0.00284,36.0335296162
0.00284,0.00284,36.8132296943
0.00284,0.00284,37.6098010648
0.00284,0.00284,38.4236087918
0.00284,0.00284,39.2550258386
0.00284,0.00284,40.1044332389
0.00284,0.00284,40.9722202712
0.00284,0.00284,41.8587846375
0.00284,0.00284,42.764532645
0.00284,0.00284,43.6898793929
0.00284,0.00284,44.6352489624
0.00284,0.00284,45.6010746108
0.00284,0.00284,46.5877989705
0.00284,0.00284,47.5958742516
0.00284,0.00284,48.6257624494
0.00284,0.00284,49.6779355556
0.00284,0.00284,50.7528757751
0.00284,0.00284,51.8510757469
0.00284,0.00284,52.9730387698
0.00284,0.00284,54.119279033
0.00284,0.00284,55.2903218517
0.00284,0.00284,56.4867039084
0.00284,0.00284,57.7089734979
0.00284,0.00284,58.9576907795
0.00284,0.00284,60.2334280331
0.00284,0.00284,61.5367699217
0.00284,0.00284,62.8683137597
0.00284,0.00284,64.2286697857
0.00284,0.00284,65.6184614433
0.00284,0.00284,67.0383256659
0.00284,0.00284,68.4889131692
0.00284,0.00284,69.9708887492
0.00284,0.00284,71.4849315868
0.00284,0.00284,73.0317355591
0.00284,0.00284,74.6120095575
0.00284,0.00284,76.2264778126
0.00284,0.00284,77.8758802259
0.00284,0.00284,79.5609727091
0.00284,0.00284,81.2825275305
0.00284,0.00284,83.0413336687
0.00284,0.00284,84.8381971745
0.00284,0.00284,86.6739415402
0.00284,0.00284,88.5494080769
0.00284,0.00284,90.4654563002
0.00284,0.00284,92.422964324
0.00284,0.00284,94.422829263
0.00284,0.00284,96.4659676439
0.00284,0.00284,98.5533158253
0.00284,0.00284,100.6858304268
0.00284,0.00284,102.8644887679
0.00284,0.00284,105.090289315
0.00284,0.00284,107.3642521398
0.00284,0.00284,109.6874193864
0.00284,0.00284,112.0608557492
0.00284,0.00284,114.4856489604
0.00284,0.00284,116.9629102888
0.00284,0.00284,119.4937750491
0.00284,0.00284,122.0794031222
0.00284,0.00284,124.7209794865
0.00284,0.00284,127.4197147614
0.00284,0.00284,130.1768457619
0.00284,0.00284,132.9936360652
0.00284,0.00284,135.8713765902
0.00284,0.00284,138.811386189
0.00284,0.00284,141.815012251
0.00284,0.00284,144.883631321
0.00284,0.00284,148.0186497294
0.00284,0.00284,151.2215042373
0.00284,0.00284,154.4936626944
0.00284,0.00284,157.8366247124
0.00284,0.00284,161.2519223515
0.00284,0.00284,164.7411208231
0.00284,0.00284,168.3058192069
0.00284,0.00284,171.9476511837
0.00284,0.00284,175.6682857842
0.00284,0.00284,179.469428154
0.00284,0.00284,183.3528203349
0.00284,0.00284,187.3202420633
0.00284,0.00284,191.3735115857
0.00284,0.00284,195.5144864925
0.00284,0.00284,199.7450645687
0.00284,0.00284,204.067184664
0.00284,0.00284,208.4828275813
0.00284,0.00284,212.9940169845
0.00284,0.00284,217.6028203258
0.00284,0.00284,222.3113497933
0.00284,0.00284,227.1217632793
0.00284,0.00284,232.0362653686
0.00284,0.00284,237.0571083494
0.00284,0.00284,242.1865932453
0.00284,0.00284,247.4270708698
0.00284,0.00284,252.7809429038
0.00284,0.00284,258.2506629962
0.00284,0.00284,263.8387378885
0.00284,0.00284,269.5477285632
0.00284,0.00284,275.3802514182
0.00284,0.00284,281.3389794652
0.00284,0.00284,287.4266435553
0.00284,0.00284,293.6460336299
0.00284,0.00284,300.0
