initial_z,Zbase,initial_mass
1.42e-06,1.42e-06,2.4806605959
1.42e-06,1.42e-06,2.5343375818
1.42e-06,1.42e-06,2.5891760401
1.42e-06,1.42e-06,2.6452011029
1.42e-06,1.42e-06,2.7024384463
1.42e-06,1.42e-06,2.7609143017
1.42e-06,1.42e-06,2.8206554683
1.42e-06,1.42e-06,2.8816893252
1.42e-06,1.42e-06,2.9440438438
1.42e-06,1.42e-06,3.0077476008
1.42e-06,1.42e-06,3.0728297913
1.42e-06,1.42e-06,3.1393202421
1.42e-06,1.42e-06,3.2072494254
1.42e-06,1.42e-06,3.2766484728
1.42e-06,1.42e-06,3.3475491893
1.42e-06,1.42e-06,3.4199840685
1.42e-06,1.42e-06,3.4939863068
1.42e-06,1.42e-06,3.569589819
1.42e-06,1.42e-06,3.6468292538
1.42e-06,1.42e-06,3.7257400096
1.42e-06,1.42e-06,3.8063582506
1.42e-06,1.42e-06,3.8887209239
1.42e-06,1.42e-06,3.9728657756
1.42e-06,1.42e-06,4.058831369
1.42e-06,1.42e-06,4.1466571016
1.42e-06,1.42e-06,4.2363832234
1.42e-06,1.42e-06,4.3280508553
1.42e-06,1.42e-06,4.4217020082
1.42e-06,1.42e-06,4.5173796018
1.42e-06,1.42e-06,4.6151274845
1.42e-06,1.42e-06,4.7149904538
1.42e-06,1.42e-06,4.8170142762
1.42e-06,1.42e-06,4.9212457086
1.42e-06,1.42e-06,5.0277325198
1.42e-06,1.42e-06,5.136523512
1.42e-06,1.42e-06,5.2476685434
1.42e-06,1.42e-06,5.3612185514
1.42e-06,1.42e-06,5.4772255751
1.42e-06,1.42e-06,5.5957427798
1.42e-06,1.42e-06,5.7168244815
1.42e-06,1.42e-06,5.8405261711
1.42e-06,1.42e-06,5.9669045404
1.42e-06,1.42e-06,6.0960175078
1.42e-06,1.42e-06,6.2279242452
1.42e-06,1.42e-06,6.3626852046
1.42e-06,1.42e-06,6.5003621461
1.42e-06,1.42e-06,6.6410181664
1.42e-06,1.42e-06,6.7847177273
1.42e-06,1.42e-06,6.9315266855
1.42e-06,1.42e-06,7.0815123227
1.42e-06,1.42e-06,7.2347433764
1.42e-06,1.42e-06,7.3912900715
1.42e-06,1.42e-06,7.5512241526
1.42e-06,1.42e-06,7.7146189164
1.42e-06,1.42e-06,7.8815492459
1.42e-06,1.42e-06,8.0520916443
1.42e-06,1.42e-06,8.2263242702
1.42e-06,1.42e-06,8.4043269734
1.42e-06,1.42e-06,8.5861813315
1.42e-06,1.42e-06,8.7719706873
1.42e-06,1.42e-06,8.961780187
1.42e-06,1.42e-06,9.1556968193
1.42e-06,1.42e-06,9.353809455
1.42e-06,1.42e-06,9.556208888
1.42e-06,1.42e-06,9.7629878768
1.42e-06,1.42e-06,9.9742411871
1.42e-06,1.42e-06,10.1900656349
1.42e-06,1.42e-06,10.4105601315
1.42e-06,1.42e-06,10.6358257281
1.42e-06,1.42e-06,10.8659656628
1.42e-06,1.42e-06,11.1010854073
1.42e-06,1.42e-06,11.3412927156
1.42e-06,1.42e-06,11.5866976735
1.42e-06,1.42e-06,11.8374127485
1.42e-06,1.42e-06,12.093552842
1.42e-06,1.42e-06,12.3552353416
1.42e-06,1.42e-06,12.6225801747
1.42e-06,1.42e-06,12.895709864
1.42e-06,1.42e-06,13.1747495833
1.42e-06,1.42e-06,13.4598272148
1.42e-06,1.42e-06,13.7510734081
1.42e-06,1.42e-06,14.0486216396
1.42e-06,1.42e-06,14.3526082739
1.42e-06,1.42e-06,14.6631726264
1.42e-06,1.42e-06,14.9804570269
1.42e-06,1.42e-06,15.3046068851
1.42e-06,1.42e-06,15.635770757
1.42e-06,1.42e-06,15.9741004131
1.42e-06,1.42e-06,16.3197509078
1.42e-06,1.42e-06,16.672880651
1.42e-06,1.42e-06,17.0336514799
1.42e-06,1.42e-06,17.4022287337
1.42e-06,1.42e-06,17.7787813292
1.42e-06,1.42e-06,18.1634818385
1.42e-06,1.42e-06,18.5565065674
1.42e-06,1.42e-06,18.958035637
1.42e-06,1.42e-06,19.3682530657
1.42e-06,1.42e-06,19.7873468539
1.42e-06,1.42e-06,20.2155090699
1.42e-06,1.42e-06,20.6529359379
1.42e-06,1.42e-06,21.0998279281
1.42e-06,1.42e-06,21.5563898486
1.42e-06,1.42e-06,22.0228309392
1.42e-06,1.42e-06,22.499364967
1.42e-06,1.42e-06,22.9862103249
1.42e-06,1.42e-06,23.4835901314
1.42e-06,1.42e-06,23.9917323327
1.42e-06,1.42e-06,24.5108698076
1.42e-06,1.42e-06,25.0412404737
1.42e-06,1.42e-06,25.5830873969
1.42e-06,1.42e-06,26.1366589026
1.42e-06,1.42e-06,26.7022086893
1.42e-06,1.42e-06,27.2799959453
1.42e-06,1.42e-06,27.8702854673
1.42e-06,1.42e-06,28.4733477814
1.42e-06,1.42e-06,29.0894592678
1.42e-06,1.42e-06,29.7189022868
1.42e-06,1.42e-06,30.3619653084
1.42e-06,1.42e-06,31.0189430449
1.42e-06,1.42e-06,31.6901365853
1.42e-06,1.42e-06,32.3758535338
1.42e-06,1.42e-06,33.0764081506
1.42e-06,1.42e-06,33.7921214958
1.42e-06,1.42e-06,34.5233215767
1.42e-06,1.42e-06,35.2703434982
1.42e-06,1.42e-06,36.0335296162
1.42e-06,1.42e-06,36.8132296943
1.42e-06,1.42e-06,37.6098010648
1.42e-06,1.42e-06,38.4236087918
1.42e-06,1.42e-06,39.2550258386
1.42e-06,1.42e-06,40.1044332389
1.42e-06,1.42e-06,40.9722202712
1.42e-06,1.42e-06,41.8587846375
1.42e-06,1.42e-06,42.764532645
1.42e-06,1.42e-06,43.6898793929
1.42e-06,1.42e-06,44.6352489624
1.42e-06,1.42e-06,45.6010746108
1.42e-06,1.42e-06,46.5877989705
1.42e-06,1.42e-06,47.5958742516
1.42e-06,1.42e-06,48.6257624494
1.42e-06,1.42e-06,49.6779355556
1.42e-06,1.42e-06,50.7528757751
1.42e-06,1.42e-06,51.8510757469
1.42e-06,1.42e-06,52.9730387698
1.42e-06,1.42e-06,54.119279033
1.42e-06,1.42e-06,55.2903218517
1.42e-06,1.42e-06,56.4867039084
1.42e-06,1.42e-06,57.7089734979
1.42e-06,1.42e-06,58.9576907795
1.42e-06,1.42e-06,60.2334280331
1.42e-06,1.42e-06,61.5367699217
1.42e-06,1.42e-06,62.8683137597
1.42e-06,1.42e-06,64.2286697857
1.42e-06,1.42e-06,65.6184614433
1.42e-06,1.42e-06,67.0383256659
1.42e-06,1.42e-06,68.4889131692
1.42e-06,1.42e-06,69.9708887492
1.42e-06,1.42e-06,71.4849315868
1.42e-06,1.42e-06,73.0317355591
1.42e-06,1.42e-06,74.6120095575
1.42e-06,1.42e-06,76.2264778126
1.42e-06,1.42e-06,77.8758802259
1.42e-06,1.42e-06,79.5609727091
1.42e-06,1.42e-06,81.2825275305
1.42e-06,1.42e-06,83.0413336687
1.42e-06,1.42e-06,84.8381971745
1.42e-06,1.42e-06,86.6739415402
1.42e-06,1.42e-06,88.5494080769
1.42e-06,1.42e-06,90.4654563002
1.42e-06,1.42e-06,92.422964324
1.42e-06,1.42e-06,94.422829263
1.42e-06,1.42e-06,96.4659676439
1.42e-06,1.42e-06,98.5533158253
1.42e-06,1.42e-06,100.6858304268
1.42e-06,1.42e-06,102.8644887679
1.42e-06,1.42e-06,105.090289315
1.42e-06,1.42e-06,107.3642521398
1.42e-06,1.42e-06,109.6874193864
1.42e-06,1.42e-06,112.0608557492
1.42e-06,1.42e-06,114.4856489604
1.42e-06,1.42e-06,116.9629102888
1.42e-06,1.42e-06,119.4937750491
1.42e-06,1.42e-06,122.0794031222
1.42e-06,1.42e-06,124.7209794865
1.42e-06,1.42e-06,127.4197147614
1.42e-06,1.42e-06,130.1768457619
1.42e-06,1.42e-06,132.9936360652
1.42e-06,1.42e-06,135.8713765902
1.42e-06,1.42e-06,138.811386189
1.42e-06,1.42e-06,141.815012251
1.42e-06,1.42e-06,144.883631321
1.42e-06,1.42e-06,148.0186497294
1.42e-06,1.42e-06,151.2215042373
1.42e-06,1.42e-06,154.4936626944
1.42e-06,1.42e-06,157.8366247124
1.42e-06,1.42e-06,161.2519223515
1.42e-06,1.42e-06,164.7411208231
1.42e-06,1.42e-06,168.3058192069
1.42e-06,1.42e-06,171.9476511837
1.42e-06,1.42e-06,175.6682857842
1.42e-06,1.42e-06,179.469428154
1.42e-06,1.42e-06,183.3528203349
1.42e-06,1.42e-06,187.3202420633
1.42e-06,1.42e-06,191.3735115857
1.42e-06,1.42e-06,195.5144864925
1.42e-06,1.42e-06,199.7450645687
1.42e-06,1.42e-06,204.067184664
1.42e-06,1.42e-06,208.4828275813
1.42e-06,1.42e-06,212.9940169845
1.42e-06,1.42e-06,217.6028203258
1.42e-06,1.42e-06,222.3113497933
1.42e-06,1.42e-06,227.1217632793
1.42e-06,1.42e-06,232.0362653686
1.42e-06,1.42e-06,237.0571083494
1.42e-06,1.42e-06,242.1865932453
1.42e-06,1.42e-06,247.4270708698
1.42e-06,1.42e-06,252.7809429038
1.42e-06,1.42e-06,258.2506629962
1.42e-06,1.42e-06,263.8387378885
1.42e-06,1.42e-06,269.5477285632
1.42e-06,1.42e-06,275.3802514182
1.42e-06,1.42e-06,281.3389794652
1.42e-06,1.42e-06,287.4266435553
1.42e-06,1.42e-06,293.6460336299
1.42e-06,1.42e-06,300.0
