initial_z,Zbase,m1,m2,initial_period_in_days
1.42e-05,1.42e-05,2.2853024652,0.6855907396,0.5310167558
1.42e-05,1.42e-05,2.2853024652,0.6855907396,0.7415319537
1.42e-05,1.42e-05,2.2853024652,0.6855907396,1.0355033665
1.42e-05,1.42e-05,2.2853024652,0.6855907396,1.4460162057
1.42e-05,1.42e-05,2.2853024652,0.6855907396,2.0192719162
1.42e-05,1.42e-05,2.2853024652,0.6855907396,2.8197879494
1.42e-05,1.42e-05,2.2853024652,0.6855907396,3.9376589236
1.42e-05,1.42e-05,2.2853024652,0.6855907396,5.498696383
1.42e-05,1.42e-05,2.2853024652,0.6855907396,7.6785883437
1.42e-05,1.42e-05,2.2853024652,0.6855907396,10.7226722201
1.42e-05,1.42e-05,2.2853024652,0.6855907396,14.9735464897
1.42e-05,1.42e-05,2.2853024652,0.6855907396,20.9096286705
1.42e-05,1.42e-05,2.2853024652,0.6855907396,29.1989991443
1.42e-05,1.42e-05,2.2853024652,0.6855907396,40.7745907144
1.42e-05,1.42e-05,2.2853024652,0.6855907396,56.9391861586
1.42e-05,1.42e-05,2.2853024652,0.6855907396,79.5120407981
1.42e-05,1.42e-05,2.2853024652,0.6855907396,111.0336318168
1.42e-05,1.42e-05,2.2853024652,0.6855907396,155.0515779833
1.42e-05,1.42e-05,2.2853024652,0.6855907396,216.5199088036
1.42e-05,1.42e-05,2.2853024652,0.6855907396,302.3566191205
1.42e-05,1.42e-05,2.2853024652,0.6855907396,422.2222595195
1.42e-05,1.42e-05,2.2853024652,0.6855907396,589.6071895242
1.42e-05,1.42e-05,2.2853024652,0.6855907396,823.3498592289
1.42e-05,1.42e-05,2.2853024652,0.6855907396,1149.7569953977
1.42e-05,1.42e-05,2.2853024652,0.6855907396,1605.5643098112
1.42e-05,1.42e-05,2.2853024652,0.6855907396,2242.0709447806
1.42e-05,1.42e-05,2.2853024652,0.6855907396,3130.912969796
1.42e-05,1.42e-05,2.2853024652,0.6855907396,4372.1257113904
1.42e-05,1.42e-05,2.2853024652,0.6855907396,6105.4022965853
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.1
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.1396437957
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.1950038968
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.2723108433
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.3802651977
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.5310167558
1.42e-05,1.42e-05,2.2853024652,0.7998558628,0.7415319537
1.42e-05,1.42e-05,2.2853024652,0.7998558628,1.0355033665
1.42e-05,1.42e-05,2.2853024652,0.7998558628,1.4460162057
1.42e-05,1.42e-05,2.2853024652,0.7998558628,2.0192719162
1.42e-05,1.42e-05,2.2853024652,0.7998558628,2.8197879494
1.42e-05,1.42e-05,2.2853024652,0.7998558628,3.9376589236
1.42e-05,1.42e-05,2.2853024652,0.7998558628,5.498696383
1.42e-05,1.42e-05,2.2853024652,0.7998558628,7.6785883437
1.42e-05,1.42e-05,2.2853024652,0.7998558628,10.7226722201
1.42e-05,1.42e-05,2.2853024652,0.7998558628,14.9735464897
1.42e-05,1.42e-05,2.2853024652,0.7998558628,20.9096286705
1.42e-05,1.42e-05,2.2853024652,0.7998558628,29.1989991443
1.42e-05,1.42e-05,2.2853024652,0.7998558628,40.7745907144
1.42e-05,1.42e-05,2.2853024652,0.7998558628,56.9391861586
1.42e-05,1.42e-05,2.2853024652,0.7998558628,79.5120407981
1.42e-05,1.42e-05,2.2853024652,0.7998558628,111.0336318168
1.42e-05,1.42e-05,2.2853024652,0.7998558628,155.0515779833
1.42e-05,1.42e-05,2.2853024652,0.7998558628,216.5199088036
1.42e-05,1.42e-05,2.2853024652,0.7998558628,302.3566191205
1.42e-05,1.42e-05,2.2853024652,0.7998558628,422.2222595195
1.42e-05,1.42e-05,2.2853024652,0.7998558628,589.6071895242
1.42e-05,1.42e-05,2.2853024652,0.7998558628,823.3498592289
1.42e-05,1.42e-05,2.2853024652,0.7998558628,1149.7569953977
1.42e-05,1.42e-05,2.2853024652,0.7998558628,1605.5643098112
1.42e-05,1.42e-05,2.2853024652,0.7998558628,2242.0709447806
1.42e-05,1.42e-05,2.2853024652,0.7998558628,3130.912969796
1.42e-05,1.42e-05,2.2853024652,0.7998558628,4372.1257113904
1.42e-05,1.42e-05,2.2853024652,0.7998558628,6105.4022965853
1.42e-05,1.42e-05,2.2853024652,0.9141209861,0.1
1.42e-05,1.42e-05,2.2853024652,0.9141209861,0.1396437957
