initial_z,Zbase,new_Z,initial_mass
0.00284,0.00284,0.00284,2.487887201
0.00284,0.00284,0.00284,2.54168755
0.00284,0.00284,0.00284,2.596651327
0.00284,0.00284,0.00284,2.652803691
0.00284,0.00284,0.00284,2.7101703451
0.00284,0.00284,0.00284,2.7687775482
0.00284,0.00284,0.00284,2.8286521271
0.00284,0.00284,0.00284,2.8898214886
0.00284,0.00284,0.00284,2.9523136324
0.00284,0.00284,0.00284,3.0161571635
0.00284,0.00284,0.00284,3.0813813055
0.00284,0.00284,0.00284,3.148015914
0.00284,0.00284,0.00284,3.2160914903
0.00284,0.00284,0.00284,3.2856391951
0.00284,0.00284,0.00284,3.3566908631
0.00284,0.00284,0.00284,3.4292790174
0.00284,0.00284,0.00284,3.5034368843
0.00284,0.00284,0.00284,3.5791984088
0.00284,0.00284,0.00284,3.6565982699
0.00284,0.00284,0.00284,3.7356718963
0.00284,0.00284,0.00284,3.8164554832
0.00284,0.00284,0.00284,3.8989860083
0.00284,0.00284,0.00284,3.9833012489
0.00284,0.00284,0.00284,4.0694397995
0.00284,0.00284,0.00284,4.1574410889
0.00284,0.00284,0.00284,4.2473453986
0.00284,0.00284,0.00284,4.3391938815
0.00284,0.00284,0.00284,4.4330285799
0.00284,0.00284,0.00284,4.5288924457
0.00284,0.00284,0.00284,4.6268293595
0.00284,0.00284,0.00284,4.7268841507
0.00284,0.00284,0.00284,4.8291026182
0.00284,0.00284,0.00284,4.9335315514
0.00284,0.00284,0.00284,5.0402187514
0.00284,0.00284,0.00284,5.149213053
0.00284,0.00284,0.00284,5.2605643471
0.00284,0.00284,0.00284,5.3743236035
0.00284,0.00284,0.00284,5.4905428941
0.00284,0.00284,0.00284,5.609275417
0.00284,0.00284,0.00284,5.7305755206
0.00284,0.00284,0.00284,5.8544987286
0.00284,0.00284,0.00284,5.9811017654
0.00284,0.00284,0.00284,6.1104425821
0.00284,0.00284,0.00284,6.242580383
0.00284,0.00284,0.00284,6.3775756526
0.00284,0.00284,0.00284,6.5154901834
0.00284,0.00284,0.00284,6.6563871042
0.00284,0.00284,0.00284,6.8003309089
0.00284,0.00284,0.00284,6.9473874862
0.00284,0.00284,0.00284,7.0976241494
0.00284,0.00284,0.00284,7.2511096677
0.00284,0.00284,0.00284,7.4079142972
0.00284,0.00284,0.00284,7.5681098135
0.00284,0.00284,0.00284,7.7317695443
0.00284,0.00284,0.00284,7.8989684027
0.00284,0.00284,0.00284,8.0697829223
0.00284,0.00284,0.00284,8.2442912913
0.00284,0.00284,0.00284,8.422573389
0.00284,0.00284,0.00284,8.6047108218
0.00284,0.00284,0.00284,8.7907869611
0.00284,0.00284,0.00284,8.9808869811
0.00284,0.00284,0.00284,9.1750978979
0.00284,0.00284,0.00284,9.3735086092
0.00284,0.00284,0.00284,9.5762099353
0.00284,0.00284,0.00284,9.7832946602
0.00284,0.00284,0.00284,9.9948575748
0.00284,0.00284,0.00284,10.2109955193
0.00284,0.00284,0.00284,10.4318074286
0.00284,0.00284,0.00284,10.6573943765
0.00284,0.00284,0.00284,10.8878596231
0.00284,0.00284,0.00284,11.1233086609
0.00284,0.00284,0.00284,11.3638492642
0.00284,0.00284,0.00284,11.6095915376
0.00284,0.00284,0.00284,11.8606479667
0.00284,0.00284,0.00284,12.1171334697
0.00284,0.00284,0.00284,12.3791654499
0.00284,0.00284,0.00284,12.6468638494
0.00284,0.00284,0.00284,12.920351204
0.00284,0.00284,0.00284,13.1997526993
0.00284,0.00284,0.00284,13.4851962282
0.00284,0.00284,0.00284,13.7768124492
0.00284,0.00284,0.00284,14.0747348461
0.00284,0.00284,0.00284,14.3790997895
0.00284,0.00284,0.00284,14.6900465989
0.00284,0.00284,0.00284,15.0077176066
0.00284,0.00284,0.00284,15.3322582228
0.00284,0.00284,0.00284,15.6638170022
0.00284,0.00284,0.00284,16.002545712
0.00284,0.00284,0.00284,16.3485994013
0.00284,0.00284,0.00284,16.7021364722
0.00284,0.00284,0.00284,17.0633187522
0.00284,0.00284,0.00284,17.4323115682
0.00284,0.00284,0.00284,17.8092838225
0.00284,0.00284,0.00284,18.1944080697
0.00284,0.00284,0.00284,18.587860596
0.00284,0.00284,0.00284,18.9898214997
0.00284,0.00284,0.00284,19.4004747738
0.00284,0.00284,0.00284,19.8200083899
0.00284,0.00284,0.00284,20.2486143848
0.00284,0.00284,0.00284,20.6864889479
0.00284,0.00284,0.00284,21.1338325111
0.00284,0.00284,0.00284,21.5908498408
0.00284,0.00284,0.00284,22.0577501314
0.00284,0.00284,0.00284,22.534747101
0.00284,0.00284,0.00284,23.0220590895
0.00284,0.00284,0.00284,23.5199091583
0.00284,0.00284,0.00284,24.0285251925
0.00284,0.00284,0.00284,24.5481400051
0.00284,0.00284,0.00284,25.0789914439
0.00284,0.00284,0.00284,25.6213224998
0.00284,0.00284,0.00284,26.1753814187
0.00284,0.00284,0.00284,26.7414218145
0.00284,0.00284,0.00284,27.3197027858
0.00284,0.00284,0.00284,27.9104890338
0.00284,0.00284,0.00284,28.5140509842
0.00284,0.00284,0.00284,29.1306649104
0.00284,0.00284,0.00284,29.7606130603
0.00284,0.00284,0.00284,30.4041837853
0.00284,0.00284,0.00284,31.0616716725
0.00284,0.00284,0.00284,31.7333776793
0.00284,0.00284,0.00284,32.4196092713
0.00284,0.00284,0.00284,33.1206805631
0.00284,0.00284,0.00284,33.836912462
0.00284,0.00284,0.00284,34.5686328147
0.00284,0.00284,0.00284,35.3161765577
0.00284,0.00284,0.00284,36.0798858707
0.00284,0.00284,0.00284,36.8601103325
0.00284,0.00284,0.00284,37.6572070819
0.00284,0.00284,0.00284,38.4715409807
0.00284,0.00284,0.00284,39.3034847807
0.00284,0.00284,0.00284,40.1534192947
0.00284,0.00284,0.00284,41.0217335702
0.00284,0.00284,0.00284,41.908825068
0.00284,0.00284,0.00284,42.8150998439
0.00284,0.00284,0.00284,43.7409727348
0.00284,0.00284,0.00284,44.6868675481
0.00284,0.00284,0.00284,45.6532172563
0.00284,0.00284,0.00284,46.6404641948
0.00284,0.00284,0.00284,47.6490602642
0.00284,0.00284,0.00284,48.6794671378
0.00284,0.00284,0.00284,49.7321564724
0.00284,0.00284,0.00284,50.8076101243
0.00284,0.00284,0.00284,51.9063203699
0.00284,0.00284,0.00284,53.028790131
0.00284,0.00284,0.00284,54.1755332052
0.00284,0.00284,0.00284,55.3470745008
0.00284,0.00284,0.00284,56.5439502773
0.00284,0.00284,0.00284,57.7667083906
0.00284,0.00284,0.00284,59.015908544
0.00284,0.00284,0.00284,60.2921225444
0.00284,0.00284,0.00284,61.595934564
0.00284,0.00284,0.00284,62.9279414076
0.00284,0.00284,0.00284,64.2887527858
0.00284,0.00284,0.00284,65.6789915943
0.00284,0.00284,0.00284,67.0992941987
0.00284,0.00284,0.00284,68.5503107261
0.00284,0.00284,0.00284,70.0327053624
0.00284,0.00284,0.00284,71.5471566566
0.00284,0.00284,0.00284,73.0943578312
0.00284,0.00284,0.00284,74.6750170995
0.00284,0.00284,0.00284,76.28985799
0.00284,0.00284,0.00284,77.9396196773
0.00284,0.00284,0.00284,79.6250573207
0.00284,0.00284,0.00284,81.3469424097
0.00284,0.00284,0.00284,83.1060631173
0.00284,0.00284,0.00284,84.9032246605
0.00284,0.00284,0.00284,86.7392496691
0.00284,0.00284,0.00284,88.6149785624
0.00284,0.00284,0.00284,90.5312699333
0.00284,0.00284,0.00284,92.489000942
0.00284,0.00284,0.00284,94.4890677173
0.00284,0.00284,0.00284,96.5323857663
0.00284,0.00284,0.00284,98.6198903943
0.00284,0.00284,0.00284,100.7525371323
0.00284,0.00284,0.00284,102.9313021744
0.00284,0.00284,0.00284,105.1571828252
0.00284,0.00284,0.00284,107.4311979557
0.00284,0.00284,0.00284,109.7543884699
0.00284,0.00284,0.00284,112.1278177813
0.00284,0.00284,0.00284,114.5525722995
0.00284,0.00284,0.00284,117.0297619279
0.00284,0.00284,0.00284,119.5605205712
0.00284,0.00284,0.00284,122.1460066548
0.00284,0.00284,0.00284,124.787403655
0.00284,0.00284,0.00284,127.4859206405
0.00284,0.00284,0.00284,130.2427928263
0.00284,0.00284,0.00284,133.0592821384
0.00284,0.00284,0.00284,135.9366777923
0.00284,0.00284,0.00284,138.8762968823
0.00284,0.00284,0.00284,141.879484985
0.00284,0.00284,0.00284,144.9476167749
0.00284,0.00284,0.00284,148.0820966537
0.00284,0.00284,0.00284,151.2843593931
