initial_z,Zbase,m1,m2,initial_period_in_days
0.00284,0.00284,22.3257198639,2.2325719864,2.6826957953
0.00284,0.00284,22.3257198639,2.2325719864,3.7275937203
0.00284,0.00284,22.3257198639,2.2325719864,5.1794746792
0.00284,0.00284,22.3257198639,2.2325719864,7.19685673
0.00284,0.00284,22.3257198639,2.2325719864,10.0
0.00284,0.00284,22.3257198639,2.2325719864,13.8949549437
0.00284,0.00284,22.3257198639,2.2325719864,19.3069772888
0.00284,0.00284,22.3257198639,2.2325719864,26.8269579528
0.00284,0.00284,22.3257198639,2.2325719864,37.2759372031
0.00284,0.00284,22.3257198639,2.2325719864,51.7947467923
0.00284,0.00284,22.3257198639,2.2325719864,71.9685673001
0.00284,0.00284,22.3257198639,2.2325719864,100.0
0.00284,0.00284,22.3257198639,2.2325719864,138.9495494373
0.00284,0.00284,22.3257198639,2.2325719864,193.0697728883
0.00284,0.00284,22.3257198639,2.2325719864,268.269579528
0.00284,0.00284,22.3257198639,2.2325719864,372.7593720315
0.00284,0.00284,22.3257198639,2.2325719864,517.9474679231
0.00284,0.00284,22.3257198639,2.2325719864,719.6856730012
0.00284,0.00284,22.3257198639,2.2325719864,1000.0
0.00284,0.00284,22.3257198639,2.2325719864,1389.4954943731
0.00284,0.00284,22.3257198639,2.2325719864,1930.6977288832
0.00284,0.00284,22.3257198639,2.2325719864,2682.6957952797
0.00284,0.00284,22.3257198639,2.2325719864,3727.5937203149
0.00284,0.00284,22.3257198639,2.2325719864,5179.4746792312
0.00284,0.00284,22.3257198639,3.3488579796,0.1
0.00284,0.00284,22.3257198639,3.3488579796,0.1389495494
0.00284,0.00284,22.3257198639,3.3488579796,0.1930697729
0.00284,0.00284,22.3257198639,3.3488579796,0.2682695795
0.00284,0.00284,22.3257198639,3.3488579796,0.372759372
0.00284,0.00284,22.3257198639,3.3488579796,0.5179474679
0.00284,0.00284,22.3257198639,3.3488579796,0.719685673
0.00284,0.00284,22.3257198639,3.3488579796,1.0
0.00284,0.00284,22.3257198639,3.3488579796,1.3894954944
0.00284,0.00284,22.3257198639,3.3488579796,1.9306977289
0.00284,0.00284,22.3257198639,3.3488579796,2.6826957953
0.00284,0.00284,22.3257198639,3.3488579796,3.7275937203
0.00284,0.00284,22.3257198639,3.3488579796,5.1794746792
0.00284,0.00284,22.3257198639,3.3488579796,7.19685673
0.00284,0.00284,22.3257198639,3.3488579796,10.0
0.00284,0.00284,22.3257198639,3.3488579796,13.8949549437
0.00284,0.00284,22.3257198639,3.3488579796,19.3069772888
0.00284,0.00284,22.3257198639,3.3488579796,26.8269579528
0.00284,0.00284,22.3257198639,3.3488579796,37.2759372031
0.00284,0.00284,22.3257198639,3.3488579796,51.7947467923
0.00284,0.00284,22.3257198639,3.3488579796,71.9685673001
0.00284,0.00284,22.3257198639,3.3488579796,100.0
0.00284,0.00284,22.3257198639,3.3488579796,138.9495494373
0.00284,0.00284,22.3257198639,3.3488579796,193.0697728883
0.00284,0.00284,22.3257198639,3.3488579796,268.269579528
0.00284,0.00284,22.3257198639,3.3488579796,372.7593720315
0.00284,0.00284,22.3257198639,3.3488579796,517.9474679231
0.00284,0.00284,22.3257198639,3.3488579796,719.6856730012
0.00284,0.00284,22.3257198639,3.3488579796,1000.0
0.00284,0.00284,22.3257198639,3.3488579796,1389.4954943731
0.00284,0.00284,22.3257198639,3.3488579796,1930.6977288832
0.00284,0.00284,22.3257198639,3.3488579796,2682.6957952797
0.00284,0.00284,22.3257198639,3.3488579796,3727.5937203149
0.00284,0.00284,22.3257198639,3.3488579796,5179.4746792312
0.00284,0.00284,22.3257198639,4.4651439728,0.1
0.00284,0.00284,22.3257198639,4.4651439728,0.1389495494
0.00284,0.00284,22.3257198639,4.4651439728,0.1930697729
0.00284,0.00284,22.3257198639,4.4651439728,0.2682695795
0.00284,0.00284,22.3257198639,4.4651439728,0.372759372
0.00284,0.00284,22.3257198639,4.4651439728,0.5179474679
0.00284,0.00284,22.3257198639,4.4651439728,0.719685673
0.00284,0.00284,22.3257198639,4.4651439728,1.0
0.00284,0.00284,22.3257198639,4.4651439728,1.3894954944
0.00284,0.00284,22.3257198639,4.4651439728,1.9306977289
0.00284,0.00284,22.3257198639,4.4651439728,2.6826957953
0.00284,0.00284,22.3257198639,4.4651439728,3.7275937203
0.00284,0.00284,22.3257198639,4.4651439728,5.1794746792
0.00284,0.00284,22.3257198639,4.4651439728,7.19685673
0.00284,0.00284,22.3257198639,4.4651439728,10.0
0.00284,0.00284,22.3257198639,4.4651439728,13.8949549437
0.00284,0.00284,22.3257198639,4.4651439728,19.3069772888
0.00284,0.00284,22.3257198639,4.4651439728,26.8269579528
0.00284,0.00284,22.3257198639,4.4651439728,37.2759372031
0.00284,0.00284,22.3257198639,4.4651439728,51.7947467923
0.00284,0.00284,22.3257198639,4.4651439728,71.9685673001
0.00284,0.00284,22.3257198639,4.4651439728,100.0
0.00284,0.00284,22.3257198639,4.4651439728,138.9495494373
0.00284,0.00284,22.3257198639,4.4651439728,193.0697728883
0.00284,0.00284,22.3257198639,4.4651439728,268.269579528
0.00284,0.00284,22.3257198639,4.4651439728,372.7593720315
0.00284,0.00284,22.3257198639,4.4651439728,517.9474679231
0.00284,0.00284,22.3257198639,4.4651439728,719.6856730012
0.00284,0.00284,22.3257198639,4.4651439728,1000.0
0.00284,0.00284,22.3257198639,4.4651439728,1389.4954943731
0.00284,0.00284,22.3257198639,4.4651439728,1930.6977288832
0.00284,0.00284,22.3257198639,4.4651439728,2682.6957952797
0.00284,0.00284,22.3257198639,4.4651439728,3727.5937203149
0.00284,0.00284,22.3257198639,4.4651439728,5179.4746792312
0.00284,0.00284,22.3257198639,5.581429966,0.1
0.00284,0.00284,22.3257198639,5.581429966,0.1389495494
0.00284,0.00284,22.3257198639,5.581429966,0.1930697729
0.00284,0.00284,22.3257198639,5.581429966,0.2682695795
